SCI_NAME,TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS,HebName,AlienInvasive,Synanthrope,NativeInvasive,ConservationStatusWorld,ConservationCodeWorld,ConservationStatusIL2002,ConservationCodeIL2002,ConservationStatusIL2018,ConservationCodeIL2018,ConservationChange,PresenceIL,Resident,BreedingIL,MigrationType._resident,MigrationType._Long.range.migrant,MigrationType._short.range.semi.migrant,MigrationType._nomadic,ZoogeoZone._Mediterranean.,ZoogeoZone._Irano.Turanian,ZoogeoZone._Sudanese,ZoogeoZone._Alpine,ZoogeoZone._Saharo.Arabian.,LandscapeFormation_wet.Habitat,LandscapeFormation_wide.wadis,LandscapeFormation_rural.landscape,LandscapeFormation_Plains.and.Valleys,LandscapeFormation_Mountainous.area,LandscapeFormation_cliffs,LandscapeFormation_rocks.and.stony.ground,LandscapeFormation_Urban.space,LandscapeFormation_Sand.dunes,VegetationFormation_reedbed.and.sedges.,VegetationFormation_gardens.and.parks.,VegetationFormation_etsiya.park_forest,VegetationFormation_forest,VegetationFormation_Mediterranean.Maquis,VegetationFormation_low.shrubland.,VegetationFormation_herbaceous,VegetationFormation_high.shrubland,VegetationFormation_plantations,VegetationFormation_field.crops.,VegetationDensity._High,VegetationDensity._Medium,VegetationDensity._Low,nest_location_trees,nest_location_bushes,nest_location_cliffs,nest_location_ground,nest_location_ruins.,nest_location_dirt.cliffs,nest_location_reedbed.and.sedges,nest_location_buildings,DietType._Omnivore,DietType._Herbivore,DietType._Fish,DietType._Invertebrates,DietType._Terrestrial.vertebrates,DietType._Scavenger,ForagingGround_Land,ForagingGround_Trees.and.bushes,ForagingGround_Air,ForagingGround_Water,Mass..g.,HabitatCondensed,Reference
Phoenicurus ochruros,28987,species,blared1,Black Redstart,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,NA,חכלילית סלעים,0,0,0,Least concern,LC,Least concern,LC,Near threatened,NT,Deteriorated,"passage migrant, summer visitor",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,16.5,Hermon,
Ciconia nigra,7053,species,blasto1,Black Stork,Ciconiiformes,Ciconiidae (Storks),Storks,NA,חסידה שחורה,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,"passage migrant, winter visitor",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pterocles orientalis,2852,species,blbsan1,Black-bellied Sandgrouse,Pterocliformes,Pteroclidae (Sandgrouse),Sandgrouse,NA,קטה גדולה,0,0,0,Least concern,LC,Near threatened,NT,Least concern,LC,Improved,resident,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,430,flat desert,
Oenanthe melanoleuca,29173,species,bkewhe2,Eastern Black-eared Wheatear,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,NA,סלעית קיץ,0,0,0,Least concern,LC,Least concern,LC,Endangered,EN,Deteriorated,"passage migrant, summer visitor",0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18.5,low shrubland ,
Emberiza melanocephala,32027,species,blhbun1,Black-headed Bunting,Passeriformes,Emberizidae (Old World Buntings),Old World Buntings,NA,גבתון שחור-ראש,0,0,0,Least concern,LC,Vulnerable,VU,Endangered,EN,Deteriorated,"passage migrant, summer visitor",0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,30.5,low shrubland ,
Ardea melanocephala,7309,species,blhher1,Black-headed Heron,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)","Herons, Ibis, and Allies",NA,אנפה שחורת-ראש,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vanellus tectus,5757,species,blhlap1,Black-headed Lapwing,Charadriiformes,Charadriidae (Plovers and Lapwings),Shorebirds,NA,קיווית שחורת-ראש,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Francolinus francolinus,1571,species,blkfra,Black Francolin,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)","Grouse, Quail, and Allies",NA,פרנקולין שחור,0,0,0,Least concern,LC,Vulnerable,VU,Least concern,LC,Improved,resident,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,450,field crops ,
Chlidonias niger,6600,species,blkter,Black Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)","Gulls, Terns, and Skimmers",NA,מירומית שחורה,0,0,0,Least concern,LC,Regionly extinct as nesting,RE_AS_BREED,Regionally extinct,RE,No change,"passage migrant, summer visitor",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,54,wet Habitat,
Acrocephalus dumetorum,23146,species,blrwar1,Blyth's Reed Warbler,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Reed Warblers and Allies,NA,קנית פינית,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cercotrichas podobe,28334,species,blsrob1,Black Scrub-Robin,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,NA,חמרייה שחורה,0,0,0,Least concern,LC,Not evaluated,NE,Not evaluated,NE,Not applicable,"passage migrant, summer visitor",0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,25.5,Unnatural Mediterranean Maquis,
Prunella atrogularis,30862,species,bltacc1,Black-throated Accentor,Passeriformes,Prunellidae (Accentors),Accentors,NA,סתרי שחור-גרון,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Luscinia svecica,28777,species,blueth,Bluethroat,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,NA,כחול חזה,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,"passage migrant, winter visitor",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,17,,https://www.birds.org.il/he/species-page/447/species-description פורטל הצפרות הישראלי
Glareola nordmanni,6255,species,blwpra1,Black-winged Pratincole,Charadriiformes,Glareolidae (Pratincoles and Coursers),Shorebirds,NA,שדמית שחורת-כנף,0,0,0,Near threatened,NT,Not evaluated,NE,Not evaluated,NE,Not applicable,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anthus godlewskii,31158,species,blypip1,Blyth's Pipit,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,NA,פפיון ערבות,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Chroicocephalus brunnicephalus,6389,species,bnhgul1,Brown-headed Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)","Gulls, Terns, and Skimmers",NA,שחף חום-ראש,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bombycilla garrulus,29252,species,bohwax,Bohemian Waxwing,Passeriformes,Bombycillidae (Waxwings),Waxwings,NA,ציצנית,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Aquila fasciata,7811,species,boneag2,Bonelli's Eagle,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",NA,עיט ניצי,0,0,0,Least concern,LC,Endangered,EN,Critically endangered,CR,Deteriorated,resident,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2000,generalist,
Hieraaetus pennatus,7784,species,booeag1,Booted Eagle,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",NA,עיט גמדי,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,0,575,,https://www.birds.org.il/he/species-page/149/species-description פורטל הצפרות הישראלי
Iduna caligata,23107,species,boowar1,Booted Warbler,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Reed Warblers and Allies,NA,שיחנית גמדית,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Fringilla montifringilla,31315,species,brambl,Brambling,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",NA,פרוש הרים,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,"passage migrant, winter visitor",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Eurystomus glaucurus,10053,species,brbrol1,Broad-billed Roller,Coraciiformes,Coraciidae (Rollers),"Bee-eaters, Rollers, and Allies",NA,כחל צהוב-מקור,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Calidris falcinellus,5997,species,brbsan,Broad-billed Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),Shorebirds,NA,חרמשית,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ketupa zeylonensis,8688,species,brfowl1,Brown Fish-Owl,Strigiformes,Strigidae (Owls),Owls,NA,קטופה,0,0,0,Least concern,LC,Regionally extinct,RE,Regionally extinct,RE,No change,resident,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1105,wet Habitat,
Hydrobates pelagicus,6826,species,bripet,European Storm-Petrel,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Storm-Petrels,NA,יסעורון קטן,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Onychoprion anaethetus,6556,species,briter1,Bridled Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)","Gulls, Terns, and Skimmers",NA,שחפית רסן,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,,
Sula leucogaster,7112,species,brnboo,Brown Booby,Suliformes,Sulidae (Boobies and Gannets),"Frigatebirds, Boobies, and Gannets",NA,סולה לבנת-בטן,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Tyto alba [alba Group],8337,issf,barowl2,Western Barn Owl (Eurasian),Strigiformes,Tytonidae (Barn-Owls),Owls,NA,תנשמת לבנה (אירואסייתית),0,1,0,Least concern,LC,Near threatened,NT,Least concern,LC,Improved,resident,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,350,generalist,
Corvus ruficollis,21115,species,brnrav1,Brown-necked Raven,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",NA,עורב חום-עורף,0,1,0,Least concern,LC,Least concern,LC,Least concern,LC,No change,resident,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,665,generalist,
Calidris subruficollis,6038,species,bubsan,Buff-breasted Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),Shorebirds,NA,חופית זהובת-גחון,0,0,0,Near threatened,NT,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Monticola solitarius,29021,species,burthr,Blue Rock-Thrush,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,NA,צוקית בודדת,0,0,0,Least concern,LC,Near threatened,NT,Least concern,LC,Improved,"passage migrant, summer visitor",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,52.5,stony ground,
Melanocorypha calandra,22149,species,callar1,Calandra Lark,Passeriformes,Alaudidae (Larks),Larks,NA,עפרוני ענק,0,0,0,Least concern,LC,Near threatened,NT,Endangered,EN,Deteriorated,summer visitor,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,54,field crops ,
Anas capensis,540,species,captea1,Cape Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,NA,שרשיר הכף,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Larus cachinnans,6453,species,casgul2,Caspian Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)","Gulls, Terns, and Skimmers",NA,שחף כוזרי,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,"passage migrant, winter visitor",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,,
Charadrius asiaticus,5813,species,casplo1,Caspian Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),Shorebirds,NA,חופמי אסיה,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,passage migrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Hydroprogne caspia,6598,species,caster1,Caspian Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)","Gulls, Terns, and Skimmers",NA,שחפית כספית,0,0,0,Least concern,LC,Not evaluated,NE,Not evaluated,NE,Not applicable,passage migrant,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,655,wet Habitat,
Bubulcus ibis,7370,species,categr,Cattle Egret,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)","Herons, Ibis, and Allies",NA,אנפית בקר,0,0,1,Least concern,LC,Least concern,LC,Least concern,LC,No change,resident,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,372,field crops ,
Cettia cetti,24559,species,cetwar1,Cetti's Warbler,Passeriformes,Scotocercidae (Bush Warblers and Allies),Bush Warblers and Allies,NA,צטיה חלודית,0,0,0,Least concern,LC,Least concern,LC,Least concern,LC,No change,resident,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,13.5,wet Habitat,
Eremopterix signatus,21907,species,chhspl1,Chestnut-headed Sparrow-Lark,Passeriformes,Alaudidae (Larks),Larks,NA,צחיחן חום-כיפה,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Gymnoris xanthocollis,30974,species,chspet1,Yellow-throated Sparrow,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,NA,דרורית צהובת-גרון,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Alectoris chukar,1680,species,chukar,Chukar,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)","Grouse, Quail, and Allies",NA,חוגלת סלעים,0,0,0,Least concern,LC,Near threatened,NT,Least concern,LC,Improved,resident,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655,generalist,
Emberiza cineracea,32073,species,cinbun1,Cinereous Bunting,Passeriformes,Emberizidae (Old World Buntings),Old World Buntings,NA,גבתון אפור,0,0,0,Vulnerable,VU,Not evaluated,NE,Not evaluated,NE,Not applicable,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Aegypius monachus,7662,species,cinvul1,Cinereous Vulture,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",NA,עזנייה שחורה,0,0,0,Near threatened,NT,Regionally extinct,RE,Regionally extinct,RE,No change,resident,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10000,generalist,
Motacilla citreola,31057,species,citwag,Citrine Wagtail,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,NA,נחליאלי לימוני,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,"passage migrant, winter visitor",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,,
Acrocephalus stentoreus,23188,species,clrwar1,Clamorous Reed Warbler,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Reed Warblers and Allies,NA,קנית אפריקנית,0,0,0,Least concern,LC,Near threatened,NT,Least concern,LC,Improved,resident,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,24,wet Habitat,
Periparus ater,21450,species,coatit2,Coal Tit,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice",NA,ירגזי שחור,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Locustella naevia,23280,species,cogwar1,Common Grasshopper Warbler,Passeriformes,Locustellidae (Grassbirds and Allies),Grassbirds and Allies,NA,חרגולן מנומר,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,passage migrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Delichon urbicum,23729,species,cohmar1,Common House-Martin,Passeriformes,Hirundinidae (Swallows),Martins and Swallows,NA,טסית בתים,0,1,0,Least concern,LC,Least concern,LC,Least concern,LC,No change,"passage migrant, summer visitor",0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,20,generalist,
Ficedula albicollis,28935,species,colfly1,Collared Flycatcher,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,NA,חטפית לבנת-עורף,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,passage migrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,1,1,0,14,,https://www.birds.org.il/he/species-page/480/species-description פורטל הצפרות הישראלי; https://www.yardbirds.org.il/show_bird/96 המרכז לטיפוח ציפורי בר בחצר הבית
